Transaction_ID,Amount,Tax_Reported,Tax_Actual,Category,Is_Anomalous
67,7132.118826240656,22.03023144553872,12.335272750484876,Salary,0
68,40129.62933962658,23.803872306441647,20.991606669746048,Purchase,0
69,3820.077119620564,17.589422408464785,15.39319748198826,Purchase,0
70,49345.65813636581,27.351365130097165,19.86496134872445,Purchase,0
71,38635.01398790321,28.408568834955695,15.499644961398754,Sales,0
72,10015.912508555202,25.184273494812235,8.824894666954362,Purchase,0
73,375.55364446775974,20.88983705020468,16.735668791473962,Investment,0
74,40791.525279896225,12.593023839779717,22.27294554852582,Purchase,0
75,35372.18145799609,29.57362304050553,24.982095191691247,Purchase,0
76,36477.45768524527,11.853404179798458,17.33315691991367,Salary,0
77,38586.39029962869,10.066423049760775,9.130947255260022,Salary,0
78,3794.828121531109,16.05385284466457,15.36719274123579,Salary,0
79,17987.439854359203,6.421014267809712,24.657348221042454,Purchase,0
80,5881.866070303973,29.46236161679477,15.321481765426821,Purchase,0
81,43168.86095119212,19.710838910410622,22.413269840105556,Investment,0
82,31202.57652869514,18.92380229160438,17.680342041952244,Sales,0
83,16611.811440147194,21.394906997492996,11.030578127734916,Purchase,0
84,3271.5616792725796,17.42559119443017,24.90376270057686,Sales,0
85,15618.017853611544,5.801587927363539,7.105336351767176,Purchase,0
86,16326.647769134677,20.30778222100992,18.122257068878767,Sales,0
87,36507.348299069396,22.904346923910765,10.222275856085123,Salary,0
88,31914.117820625135,15.418726515601328,6.6766407135343915,Purchase,0
89,44371.9158545587,23.93238930177982,17.57334842708122,Investment,0
90,23663.52476558127,10.675032483460516,17.48905389837309,Sales,0
91,6067.752872321255,10.5319147766546,22.67252254189302,Salary,0
92,35690.91488242745,9.035424692189348,23.618767326297622,Investment,0
93,38063.17392598318,14.299868994729046,23.19478721732242,Salary,0
94,28107.732158717863,26.17530088472709,15.238968322918875,Purchase,0
95,38571.2622797326,25.69780155372661,20.792244680664062,Investment,0
96,24740.400258583097,14.570605199087595,19.423631066099006,Sales,0
97,26184.368186161504,19.72796839950591,15.53904390292299,Sales,0
98,21434.296816091628,23.02040791187289,19.93031735464983,Investment,0
99,1368.4144245303498,11.030169365700575,28.681196917656564,Sales,0
100,5483.782206965892,9.203527147368677,9.822343592034434,Salary,0
101,1668.316365768039,29.302399830307774,27.644302394638157,Investment,0
102,31856.87952206264,20.43893283024046,6.336387849579959,Sales,0
103,15786.3634557087,29.535393045841598,12.709730322541517,Salary,0
104,25477.67748911867,13.443899678305728,12.203631215288205,Sales,0
105,45387.56704891204,22.575792499353287,20.65912769702264,Salary,0
106,12539.68223452886,10.565090913530943,8.280623794432259,Purchase,0
107,20578.107859477925,23.00118950148417,27.058690295993845,Salary,1
108,37802.00181329813,17.7975530317406,25.713785211626032,Sales,0
109,11517.02845803196,12.990453137701781,21.301645492131943,Salary,0
110,3941.29750045677,9.19053909601461,16.460345794804944,Sales,0
111,14558.597500397025,11.57201754973315,28.32390105355196,Investment,0
112,8144.942233974821,5.893709861646616,25.7686638680139,Investment,0
113,46491.9128518944,22.610590536937167,17.482878702031122,Purchase,0
114,40425.206940264405,17.302916427146542,22.54683386135778,Salary,0
115,31706.847449870133,7.356076660113141,19.173248804492115,Purchase,0
116,43585.88345036712,9.29234982821228,19.698555959706614,Investment,0
117,40203.236637265814,7.5633634528161,13.274401735936781,Salary,0
118,9409.845938413187,20.31482020689691,16.55211511562242,Salary,0
119,44638.69402464989,7.3552590903123445,6.953035769743606,Purchase,0
120,27013.17787159097,23.857058325880402,13.933717291614812,Purchase,0
121,40391.26374268672,5.512772983009779,22.3957128840538,Salary,0
122,44814.95586618231,11.234394699897303,28.83040076265466,Salary,0
123,15968.373401096007,27.26666689729768,29.076602819075507,Salary,0
124,5591.59103393107,22.96328295305615,18.893071728122294,Purchase,0
125,11473.96461084289,6.824208323142193,20.165556295239554,Sales,0
126,21412.67865245019,25.528152612129492,9.643029637524187,Investment,0
127,40918.936819532406,17.32587803850512,22.382702702338268,Investment,0
128,43050.45610449154,26.16957567922073,6.766469816859656,Purchase,0
129,446.9113135064161,20.018494361259833,12.117142144986113,Salary,0
130,25586.29039862053,22.04582580082147,21.709083682136054,Investment,0
131,20928.809057124072,29.837539009892705,12.757753288587232,Investment,0
132,11183.17974248944,10.808388648100454,6.246171852861358,Investment,0
133,6081.281829950772,20.598639369034707,25.796760233774094,Investment,0
134,16946.997053041036,16.50803475143496,12.758250178364076,Salary,0
135,47151.19422523471,5.986298823067286,6.577630621466961,Purchase,0
136,16227.826307835687,5.361766037571626,6.86970411257163,Salary,0
137,25987.652024993968,7.980714445446466,11.293969969718841,Salary,0
138,35180.64604886938,21.227293513463703,9.450398680538157,Investment,0
139,18245.11715872677,19.179077197834808,24.35750294450377,Investment,0
140,48591.92592777594,18.835739029093187,13.042101166675861,Salary,0
141,48126.12001761135,5.7964190632065025,25.117394625995814,Salary,0
142,12663.936561685672,16.732574909000178,9.34614994557882,Salary,0
143,24912.700444030033,28.115570446063213,17.321979488602096,Sales,0
144,15113.827659856806,14.939796732766165,22.20092833882822,Investment,0
145,14313.540669435633,20.623061744711407,21.29977134664637,Purchase,0
146,1940.6586729911864,24.495466890578587,20.02823524825672,Purchase,0
147,30517.26026559685,24.59813197854719,28.120540048279246,Purchase,0
148,25183.68325912019,17.982002059881786,10.713128692668608,Sales,0
149,2668.7896873744685,26.44879863505841,17.342980111552635,Sales,0
150,14004.45856540691,14.784452334093674,27.099813751810217,Purchase,0
151,45422.46770973602,27.217330369619958,6.9473441398789255,Purchase,0
152,12054.138344281924,11.005679159888633,6.397206706326881,Purchase,0
153,7330.254117352032,12.005410174764275,10.832557188957285,Salary,0
154,24523.692737850393,6.328015604975027,20.82553048845046,Investment,0
155,49283.95766011898,24.889545913557072,11.496990661245173,Sales,0
156,12178.55804842387,15.42638090581764,9.755997095219975,Sales,0
157,33639.56381555334,10.727915347784975,16.470057883957303,Salary,0
158,38104.81880490301,10.79475694041449,20.339951719235287,Sales,0
159,11958.113445220744,27.534998530730828,11.21394267541851,Purchase,0
160,36437.99579573179,25.847915011525924,12.51727966809355,Sales,0
161,18452.378322690736,18.838272133929582,20.338982620287847,Salary,0
162,31652.060946619615,20.402770010393027,28.643460549736318,Investment,0
163,31713.132566968645,16.858139263757273,21.868543185952205,Purchase,0
164,26835.15673533045,14.791663571970222,24.572603589613998,Sales,0
165,4605.459525714974,27.886922030458287,14.17025236888672,Purchase,0
166,41781.59452990298,8.140317588007552,11.806358984611652,Investment,0
167,16106.925242089617,15.4611697429057,16.356693580065564,Sales,0
168,9407.273668952726,13.614047699696883,25.17832071779184,Purchase,0
169,2134.6795635827193,17.453768006278708,16.407491044763894,Salary,0
170,29585.557865093266,16.440796863629377,26.168135219746524,Salary,0
171,33910.461655929896,17.972238291277037,29.719299517378175,Investment,0
172,927.732663500022,8.497974430674851,6.800666643258408,Investment,0
173,25653.44360913412,17.828537537831927,6.135253902092592,Investment,0
174,11402.139182377105,11.06047034718027,8.739742572834047,Sales,0
175,32294.12224143155,9.608283724704782,14.609241893358655,Investment,0
176,8800.884807349074,6.620855469654781,8.27605522863581,Sales,0
177,34577.793131313054,24.066313968903522,26.7666119404689,Purchase,0
178,19398.093780396815,15.686048021413999,5.578656275676595,Salary,0
179,46842.82643796305,20.66609208279396,12.894817908395563,Purchase,0
180,6962.295112885064,23.189833582618583,9.617365737355133,Salary,0
181,17119.2109174079,21.982916632838837,28.28848325393831,Investment,0
182,5762.328709905395,16.762517977242055,21.7370251222507,Purchase,0
183,46242.211552100285,14.697463223793246,27.80075641128436,Purchase,0
184,43879.23373371095,14.398997741016593,29.308217757759834,Investment,0
185,12971.287222986264,21.00121992325141,17.427456091934232,Purchase,0
186,33033.20389710554,17.369858873546836,10.857977701200657,Sales,0
187,40879.38779004067,26.228306199712765,9.843219654914732,Salary,0
188,27804.52049881317,26.867549608167803,10.572971542146014,Investment,0
189,26529.563859964725,9.264009450162963,22.71483269055007,Sales,0
190,12168.429315932539,8.405841288643142,6.011143203075019,Sales,0
191,4745.828113514371,20.76002315089999,6.284026825817872,Investment,0
192,44871.066321871,12.530643701556986,20.20357355957875,Purchase,0
193,45030.86105245019,5.464267969127471,21.051428668435165,Salary,0
194,31691.76271793607,27.216066734073877,21.631573108061502,Sales,0
195,17017.586573330165,10.672519181095208,14.297012614714781,Purchase,0
196,17525.55777317178,28.23201629214523,25.148622217853827,Investment,0
197,36325.188375624944,22.93586127195634,18.340614693165442,Investment,0
198,44865.8019716336,24.066337247787107,7.636640750235486,Salary,0
199,44365.612570829355,10.036537394829011,24.92748267668363,Investment,0
200,39015.78973829543,10.854860640420323,28.826694656761457,Salary,0
201,32137.37914309896,18.031693845601644,6.500907825058967,Investment,0
202,4298.584253252937,9.302496316246554,14.783783467514498,Investment,0
203,8165.272833321227,12.635792317075808,17.18790112086869,Sales,0
204,44937.85400750126,13.036561948695113,8.661769001957923,Purchase,0
205,30360.81007701354,8.990748331319102,26.692723694571928,Sales,0
206,558.9328756698194,10.129570834879019,12.103741122251101,Salary,0
207,5163.429989015002,24.713796050206415,24.575213498454,Sales,0
208,33208.73827849198,9.17989636368171,21.7748620507079,Investment,0
209,352.57303392631246,5.711434796098062,19.951145561675588,Investment,0
210,8124.3217657331825,20.73387356572346,9.803571217413861,Purchase,0
211,27481.816089392647,29.39957798481125,10.517588013772642,Salary,0
212,34625.570364865394,13.280345365578034,6.183710118664233,Investment,0
213,32632.866849179765,7.966392579906307,11.017810744556659,Purchase,0
214,11291.038542081933,19.259683134188272,13.636090236512853,Purchase,0
215,35637.74314524204,27.658855277391154,25.828632596560634,Investment,0
216,11938.729466090324,49.07758688918536,14.159816667870132,Investment,1
217,16337.444938147459,20.5628967103179,23.865544569140162,Salary,0
218,37349.92111538941,12.876412415189986,15.986057032387189,Purchase,0
219,32516.681662456012,18.547004331905498,24.62170779984721,Purchase,0
220,42476.24818365948,7.281121032606384,29.406790010925995,Purchase,0
221,32914.88332578714,21.97363560701675,10.996038951439502,Salary,0
222,28458.599306440035,23.12740047244127,26.558540299096904,Purchase,0
223,4774.370914621814,58.10299909419922,20.545602157644367,Sales,1
224,18449.018572665733,11.509933968626791,25.43235653971637,Sales,0
225,13333.5981473181,5.461410476075566,21.28964755669513,Purchase,0
226,12275.08320461627,18.640211610678765,15.598737681853754,Sales,0
227,48653.22668214703,22.66976260992036,10.701873486044759,Sales,0
228,19715.576460871343,24.7601868970747,6.750880633279126,Salary,0
229,44613.12310333795,9.843473325620266,18.387959111517922,Purchase,0
230,31593.817437263417,11.543821725925591,29.75815236317164,Salary,0
231,39761.084046728254,17.814773131682408,23.451045125355154,Purchase,0
232,25181.590945949087,13.265020249250046,13.183638534975415,Investment,0
233,28887.50384285532,26.512787164686127,25.68012000216838,Sales,0
234,24676.632921561308,16.84400384346801,24.224600004410163,Salary,0
235,9842.62509112242,24.989466102550075,12.04089483383642,Salary,0
236,36150.360551549114,19.515494012058845,5.3576872448558674,Investment,0
237,14110.540885798704,24.3272535404278,7.954065963348739,Investment,0
238,1313.3667249295465,13.316824663258096,26.93265475780144,Sales,0
239,32309.067565767673,25.78541554825778,25.914075882621795,Sales,0
240,8937.822902411743,11.864307888775539,12.38022502195906,Purchase,0
241,47028.88335921042,18.65247020008227,12.12988565711051,Purchase,0
242,47701.03599242911,10.350177829346855,24.82162467756178,Investment,0
243,45751.73307200038,16.888163040654835,28.44343674738555,Sales,0
244,18570.919142746676,12.95438023771758,24.478431419939998,Sales,0
245,871.2851647904847,11.667585765930356,20.139466925769035,Investment,0
246,46423.0962731275,29.174625450700937,11.066783758295113,Investment,0
247,21466.389001033986,9.001852637168266,18.143697852381514,Salary,0
248,48336.07547027911,24.683145936434883,10.837796464831616,Investment,0
249,48184.636856753714,29.604123987080374,25.20028550241934,Salary,0
250,42665.171827821265,5.497537093501946,14.674026987943432,Purchase,0
251,14792.999714272326,22.475685351052377,25.842430424850654,Investment,0
252,19316.37665723607,11.322795138907178,14.540230449568131,Investment,0
253,42571.71990869116,6.012195608207611,25.603735129997283,Investment,0
254,15914.408057298255,15.07223947391577,13.332945379131049,Salary,0
255,8557.688059636015,28.380445254271876,16.003317615441745,Investment,0
256,27884.382996671673,5.294127359174942,20.387210483566438,Investment,0
257,46814.12323062297,19.697142298244543,6.757190350747967,Sales,0
258,34831.88685408115,17.534911964883108,28.70517654538661,Sales,0
259,28546.052387459313,26.83460410927619,19.34014465309508,Sales,0
260,4949.10703916135,7.100042863015641,17.695500367270057,Investment,0
261,30788.86061228857,22.03815074716626,25.984849277997803,Sales,0
262,49503.68712020274,22.002742460831932,26.64406824742069,Purchase,0
263,7090.192360302549,21.72700042155708,18.0565101132254,Sales,0
264,25964.649652950462,28.558362373375925,28.181558144840935,Investment,0
265,43880.91628920498,25.577188225172012,6.618444151912016,Sales,0
266,37064.3540259348,6.049318156087651,7.830644806280438,Sales,0
267,34881.08547566387,33.4685561317436,19.919705750361004,Sales,1
268,35153.95579095675,14.948826405033337,13.851646544839593,Purchase,0
269,18038.608445865782,12.753680527270053,16.60562915472997,Purchase,0
270,14750.233028798219,16.283418128852432,13.201980447429163,Salary,0
271,40487.12165837783,14.604854623149436,15.11813278612339,Investment,0
272,40524.65839449112,15.808347496966633,25.566158678657487,Purchase,0
273,43366.90869714718,29.481546640216063,19.836904996357617,Purchase,0
274,45670.703572567916,7.2158243687395185,29.933613732087455,Purchase,0
275,25615.985703160797,28.055771745968244,24.671979945524072,Investment,0
276,25125.66310489126,17.005917836775666,11.841656352545666,Salary,0
277,39934.929430442084,20.593556137488527,11.608627943167406,Investment,0
278,32533.200145810482,25.754574165442346,13.397456752925178,Sales,0
279,35128.1471751594,14.011575728731389,26.081487016193567,Salary,0
280,39810.054204861444,15.760547702199172,5.68219126626414,Sales,0
281,44511.26655669656,15.237962006967848,10.754531971781443,Purchase,0
282,16965.958326891636,14.368275563393997,27.622960508606674,Investment,0
283,18841.589336733206,28.138233041172374,20.9974109020813,Sales,0
284,4789.698798059363,25.7232472798253,10.67117738752641,Salary,0
285,28956.179035709083,7.724999746574403,10.478624205814508,Sales,0
286,1893.51946245743,7.703083811927401,26.565452543985764,Sales,0
287,23333.341104809762,15.69673787132478,27.343937706926162,Purchase,0
288,27177.967271908074,7.466434418320226,11.403277274052883,Sales,0
289,14398.408481201392,20.47732738177799,15.512758951913307,Sales,0
290,29582.579702393636,8.592290181543348,25.86489346570793,Purchase,0
291,1621.9624719585665,18.059331599170026,24.275185965247136,Salary,0
292,1963.6746185857994,5.180498675092943,25.347902664152112,Purchase,0
293,41147.76797691695,12.914908710316169,17.95995476969922,Sales,0
294,18073.513006422017,21.929768091816385,27.788726207629328,Investment,0
295,6440.31958132905,17.10097350569621,13.148788598860882,Purchase,0
296,26159.93867673474,29.456737149974703,8.91680335868795,Purchase,0
297,38522.67829962068,26.85259490165527,22.718308314121618,Sales,0
298,10869.469272092474,13.97676947607878,18.48386040017241,Investment,0
299,31182.234743368113,6.137163536806865,26.364644220237025,Salary,0
300,4358.838503189023,26.14065750287547,7.028981228117874,Investment,0
301,2678.917886313524,27.780857757866784,26.09231008595167,Purchase,0
302,26614.596115250584,25.51568483547592,12.332366330220555,Investment,0
303,27077.692568344315,8.198748522994121,21.371391679204574,Salary,0
304,31907.75208476051,29.947878360307193,6.003219726956395,Investment,0
305,36331.95755276081,11.464605538819345,20.23953240759002,Investment,0
306,48795.01876518047,23.105122820209253,22.9317922296834,Investment,0
307,25863.387380229648,55.26043083300367,14.218755362640508,Purchase,1
308,16215.527999768174,10.892177858267736,10.385267631553507,Sales,0
309,39779.79111895831,27.70646386692665,18.440766915088624,Sales,0
310,13614.529337977503,12.737039479871674,25.829770110891165,Investment,0
311,22004.673893211242,29.410330559601405,13.08868395741627,Purchase,0
312,4014.9734289790713,12.031500509511865,11.311732438031989,Purchase,0
313,1365.0020964313298,28.83589561894588,11.973382715942192,Purchase,0
314,48136.15589242846,6.338616272316873,28.72830382291661,Sales,0
315,41815.40801355907,22.731800291745326,13.981922894113993,Purchase,0
316,34829.11288407553,18.30277834592509,5.090105997207179,Investment,0
317,20506.751926272067,16.946926928068265,24.542030198990492,Sales,0
318,8747.386571535204,10.587357856396,22.481869883384753,Purchase,0
319,7906.208429287194,22.6398947444123,8.214206615074222,Investment,0
320,12587.120618413306,9.770237286157677,29.622606228372813,Sales,0
321,27506.41056883541,18.821044899619206,20.20155713262778,Purchase,0
322,35758.33654273311,11.33113407600627,17.519487273515036,Salary,0
323,33043.84909821479,28.890534494533902,14.555481690572275,Investment,0
324,14068.701457602549,11.402401262858909,27.46681888909095,Salary,1
325,47747.777505093385,9.993207002780913,11.099087035464082,Sales,0
326,36921.05614311885,11.057765159686193,12.144222505497547,Purchase,0
327,27762.267220318896,15.351695644195411,8.060270167164173,Investment,0
328,30624.865237094178,10.818256046751339,23.9779773896065,Investment,0
329,21038.043115146716,17.28372725671963,19.888732010146335,Investment,0
330,12461.776376107757,26.811638081463474,20.22665423136246,Salary,0
331,17863.036664697953,22.80158553522927,10.46176077548659,Purchase,0
332,37916.52091217202,19.499049513377777,21.279209728177097,Purchase,0
333,818.2350826248178,7.225079449566991,24.136461181171597,Purchase,0
334,5892.02476129512,22.34980270973189,13.947213268142232,Salary,0
335,2395.5318368854623,9.160357107773496,25.033678599042805,Sales,0
336,2132.3672357166097,24.659184649042448,13.719764713300524,Salary,0
337,42787.48314214926,11.25141896275383,23.953461537732192,Sales,0
338,35212.52718306318,15.426218208022522,5.843252686442975,Salary,0
339,23761.274071457527,13.761755057948198,18.77911503684132,Purchase,0
340,4981.924616484974,26.47034786687142,29.238164015997164,Purchase,0
341,24631.632168329936,8.163611467835203,29.53111501705977,Purchase,0
342,23726.241361950226,38.1845977678851,12.043814458543515,Salary,1
343,8742.773308509757,8.551540236076555,16.034977277008885,Investment,0
344,21749.197296974853,22.619895903304666,6.574447699665827,Salary,0
345,19985.386246428934,27.62695319486203,26.833532690114993,Sales,0
346,30830.919892805603,15.865191346681335,19.214303828505354,Salary,0
347,31791.173178295427,17.202306506624396,14.627516973512925,Sales,0
348,2360.6700876250216,28.185570912069057,7.819263962228827,Salary,0
349,18793.169469860914,18.024784716233928,28.66918213742223,Investment,0
350,31330.409794140396,17.189960951239023,18.255476195524842,Investment,0
351,25206.499303146375,19.458227567607604,12.073198227072597,Purchase,0
352,42838.84307529728,22.2307434090738,13.755378253287738,Investment,0
353,32968.81221778536,7.672084377175785,11.767429523053693,Salary,0
354,8230.427911363342,25.5277631935379,20.045245221424516,Investment,0
355,3621.3804952814494,15.887625686331482,28.249089394512747,Purchase,0
356,32156.72198249515,6.808712747437138,26.41734508316411,Salary,0
357,1422.9143960269284,24.654566729955327,16.509521885649438,Sales,0
358,29330.201505545818,14.423749292156803,25.662484057525194,Salary,0
359,47017.48904710538,7.509187377376349,15.577637031908246,Purchase,0
360,28816.16147600636,20.844475988581266,11.30767851896595,Investment,0
361,19469.679317705442,27.003283835841042,29.585377881660698,Investment,0
362,32200.082100273423,27.193837735349657,12.597189199270545,Salary,0
363,22966.81923552668,28.94158687022433,13.09310577467271,Sales,0
364,27326.277786865154,26.6926364941672,29.742321694663055,Sales,0
365,47079.09395794861,5.0535229836368805,8.348187329141371,Sales,0
366,19366.521626258636,14.506029160334755,24.013349700242376,Sales,0
367,48063.40913481332,25.463564497637577,28.395318962068163,Salary,0
368,45276.99703360758,14.156325149961855,17.794874856885464,Investment,0
369,9869.977625985892,20.038712659492653,5.063044042570501,Sales,0
370,3561.128913670756,20.1579236843633,14.376473602827657,Salary,0
371,5128.82226873359,14.125632600970576,7.789224809620677,Salary,0
372,1009.2691000123315,27.61184818203219,15.404691523342393,Salary,0
373,4812.703741720827,17.58070863465294,24.75066904105712,Sales,0
374,34182.03799347621,16.619605148437522,15.967788722095012,Sales,0
375,3652.3135581654265,29.937843641547396,15.798128033648064,Salary,0
376,16016.883951658689,17.337509101815417,18.919736922971165,Salary,0
377,42259.278017375786,9.459956298214525,19.542264618692005,Salary,0
378,1261.2695932177107,17.82673557158595,26.407407719974284,Investment,0
379,40741.977281187894,50.57151437508481,12.708885980723787,Investment,1
380,14164.553261192657,24.421508172457035,25.5417816092004,Purchase,0
381,5996.424898320647,24.714544127711775,19.14834371730118,Purchase,0
382,34867.18455167112,22.700594599947795,12.513238742928674,Sales,0
383,31484.248054316213,11.355445726667206,12.378151100151928,Investment,0
384,43885.853474999945,26.552102146005787,14.028437927643113,Purchase,0
385,36780.0450858139,54.53272119741213,20.56733106549939,Salary,1
386,40193.69842620395,9.853817415463727,10.770293283998729,Salary,0
387,14173.525171308194,8.261390913784847,28.008339041806686,Sales,0
388,8954.23323460817,29.390124214727802,19.37281460444751,Sales,0
389,37555.67610687883,26.708099091259196,28.00039442490017,Purchase,0
390,40361.053489436476,27.330903680248667,6.160108964478868,Salary,0
391,49526.2065858336,27.159409615609878,13.565284261536835,Sales,0
392,20689.62207788018,18.542170600843207,5.570191517190577,Sales,0
393,18663.70248105988,21.160043416644992,11.806295377449246,Investment,0
394,38843.006741025645,18.63407130334104,26.550161806714705,Purchase,0
395,17106.09665862559,6.280158729758227,5.915242896055021,Sales,0
396,46544.79054761788,23.637577133819317,15.903677497893622,Purchase,0
397,42934.79631696629,17.63330083339701,7.939176761830694,Salary,0
398,21506.801966013416,21.192726869755745,15.421016481509193,Purchase,0
399,37568.46628279572,17.56599512438838,25.97128960660943,Sales,0
400,37751.68941682565,17.2952830580614,20.57677583506298,Investment,0
401,5245.881054913038,9.294727736944171,23.41890863328558,Purchase,0
402,45137.39004331038,11.967842878528725,13.727602886239524,Purchase,0
403,25312.093385148073,8.971317298598894,28.60994237525354,Salary,0
404,41340.22755877631,9.891657390633561,22.731552344487504,Investment,0
405,16070.475091427526,29.324434510507622,15.544970482113273,Purchase,0
406,44786.60910196041,8.82783614430496,15.661620005676372,Investment,0
407,19521.16376883474,11.731760607630191,27.96710444858244,Sales,0
408,640.7988088668882,19.764741443464622,19.410117335884795,Investment,0
409,45278.56062332125,20.254464405916046,22.65948024757604,Sales,0
410,4655.205171628065,8.849353243595726,15.42588061282927,Salary,0
411,16033.750515761702,24.84293564463031,10.592319119117853,Salary,0
412,47508.09215583517,24.630071697820625,23.088982299860465,Salary,0
413,47535.29663218405,10.932942605097278,20.195594303534698,Sales,0
414,28714.550617351975,12.21665756688651,17.533572010619483,Purchase,0
415,31628.676887272984,28.449696636487424,20.600523499861595,Sales,0
416,22477.431546718155,25.64178614948695,10.207139651605841,Investment,0
417,14731.21750773342,22.444925826563097,24.84846766329891,Investment,0
418,16500.360813958807,7.055830537765013,28.704070125507645,Sales,0
419,33658.67095824422,15.456602022564393,27.27757860419257,Salary,0
420,37643.489018940236,18.982546801920677,13.035893632675428,Salary,0
421,39599.79428191984,9.685282199594424,15.150144332051896,Investment,0
422,39501.945325448236,16.205664552705613,25.21005749493903,Investment,0
423,4651.184542129649,20.02564693721725,19.877928270615094,Purchase,0
424,24771.573204658816,13.184417002884981,18.69786109191623,Purchase,0
425,2972.1821248305496,24.52362047376218,28.166049188336128,Purchase,0
426,27521.491227954404,26.011239540970138,18.40062402442627,Investment,0
427,22132.372018531514,13.09023673585177,17.873466989682747,Purchase,0
428,44396.43871963916,25.966428862311428,6.050464781658992,Investment,0
429,17610.659126348728,7.589414152575376,6.735423964753441,Investment,0
430,5941.6441197375325,25.94322746556641,5.185507697016255,Sales,0
